name,address,business_status,latitude,longitude,coordonnees_gps,temp
Tennis Club,"Av. du Grand Termanal, Bolquère",OPERATIONAL,2.0667601,42.5186277,"42.5186277,2.0667601",2.0667601
Font-Romeu,"26 lotVillage, Bolquère",OPERATIONAL,2.0779169,42.50250500000001,"42.50250500000001,2.0779169",2.0779169
Club Poliesportiu Puigcerdà,"Avinguda Ramon Condomines, s/n, Puigcerdà",OPERATIONAL,1.9351826,42.4397358,"42.4397358,1.9351826",1.9351826
Pista de pàdel càmping,Vilallonga de Ter,OPERATIONAL,2.3066034,42.3342856,"42.3342856,2.3066034",2.3066034
Pista de pàdel de Maçanet de Cabrenys,Maçanet de Cabrenys,OPERATIONAL,2.7555915,42.3869151,"42.3869151,2.7555915",2.7555915
LE BOULOU TENNIS,"15 Rue Ronsard, Villemolaque",OPERATIONAL,2.826869,42.520025,"42.520025,2.826869",2.826869
Tennis Paddle Club Banyuls Sur Mer,"Route Mas Reig, Banyuls-sur-Mer",OPERATIONAL,3.119276,42.4745896,"42.4745896,3.119276",3.119276
Club Padel Garbí Llançà,"Carrer 8 de Març, s/n, Llançà",OPERATIONAL,3.1532987,42.358715,"42.358715,3.1532987",3.1532987
Pista de Tenis & Padel LA SORRA,"South Place. 5 la SORRA, 2, 2R, El Port de la Selva",OPERATIONAL,3.2073265,42.3275172,"42.3275172,3.2073265",3.2073265
BANYULS AVIRON OLYMPIC TENNIS,"Rte du Mas Reig, Banyuls-sur-Mer",OPERATIONAL,3.117454,42.476855,"42.476855,3.117454",3.117454
Padel Marcos Garcia,"Pl. Poligono Industrial, 33, Aguilar de Campoo",OPERATIONAL,-4.2528312,42.78354969999999,"42.78354969999999,-4.2528312",-4.2528312
Pistas de Pádel,Herrera de Pisuerga,OPERATIONAL,-4.3357314,42.5927301,"42.5927301,-4.3357314",-4.3357314
Pistas de Pádel,"Tr.ª Marqués Aguilar, 19, Aguilar de Campoo",OPERATIONAL,-4.2567904,42.7897594,"42.7897594,-4.2567904",-4.2567904
Pista de pádel de Montorio,Montorio,OPERATIONAL,-3.775722,42.5856224,"42.5856224,-3.775722",-3.775722
Bureba Padel,"Av. Burgos, 66, Briviesca",OPERATIONAL,-3.3162956,42.5616013,"42.5616013,-3.3162956",-3.3162956
Pista Padel,"Calle Rio Paralela, 5, Lences",OPERATIONAL,-3.4901454,42.6304124,"42.6304124,-3.4901454",-3.4901454
Pista de padel de Oña,"C. Estación, 5, Oña",OPERATIONAL,-3.4130292,42.7364293,"42.7364293,-3.4130292",-3.4130292
Pádel Ebro,"C. Orón, 6, Miranda de Ebro",OPERATIONAL,-2.9221869,42.6931433,"42.6931433,-2.9221869",-2.9221869
MPC Miranda Pádel Club,"Pol. Ind. Bayas, 17, Miranda de Ebro",OPERATIONAL,-2.9145247,42.6957605,"42.6957605,-2.9145247",-2.9145247
Pista de Pádel,"C. Cercas Harresien, 4, La Puebla de Arganzón",OPERATIONAL,-2.831061,42.7657945,"42.7657945,-2.831061",-2.831061
Pista de Pádel,"Cam. de Baños, 5, Casalarreina",OPERATIONAL,-2.9151789,42.5462612,"42.5462612,-2.9151789",-2.9151789
PISTA DE PADEL,Villatuerta,OPERATIONAL,-1.9885849,42.661713,"42.661713,-1.9885849",-1.9885849
"Municipial Sports Centre ""San Ginés""","31132, Calle Regueta, 2, Villatuerta",OPERATIONAL,-1.9895375,42.6612128,"42.6612128,-1.9895375",-1.9895375
IMPACT PADEL SPORT,"Calle G, 43, Galar",OPERATIONAL,-1.6407007,42.7806696,"42.7806696,-1.6407007",-1.6407007
MUNDO CAPITANI,"Pol. nº, Calle a, 33, Mutilva",OPERATIONAL,-1.624048,42.7856068,"42.7856068,-1.624048",-1.624048
Navarra-Nafarroa Padel,"C. Cam. de Labiano, 49, Mutilva Alta",OPERATIONAL,-1.6137682,42.7953278,"42.7953278,-1.6137682",-1.6137682
PÁDEL REYNO DE NAVARRA,"C. E, 1, Beriáin",OPERATIONAL,-1.6315985,42.7356448,"42.7356448,-1.6315985",-1.6315985
Tray Padel Club,"Calle a, 66, Mutilva Baja",OPERATIONAL,-1.6234621,42.7842621,"42.7842621,-1.6234621",-1.6234621
Pista de Pádel Eneriz,"C. Aranzulo, 5, Enériz",OPERATIONAL,-1.7256203,42.6688652,"42.6688652,-1.7256203",-1.7256203
FEDERACIÓN NAVARRA DE PÁDEL,"PLAZA AIZAGERRIA, 1 2ª Planta, Pamplona",OPERATIONAL,-1.6349699,42.7955029,"42.7955029,-1.6349699",-1.6349699
DALE FACTORY,"Polígono Mutilva, CA-33, Mutilva",OPERATIONAL,-1.6262936,42.7876705,"42.7876705,-1.6262936",-1.6262936
Fronton Cordovilla,"Av. de Zaragoza, Cordovilla",OPERATIONAL,-1.6395237,42.7940597,"42.7940597,-1.6395237",-1.6395237
Parking clientes Navarra Padel,"C. Cam. de Labiano, 49, Aranguren",OPERATIONAL,-1.6137293,42.7957571,"42.7957571,-1.6137293",-1.6137293
MP MegaPadel,"Av. Constitución, 23, Artajona",OPERATIONAL,-1.7593978,42.5911724,"42.5911724,-1.7593978",-1.7593978
Torneo padel Hnos. Puñal,"C. Cam. de Labiano, 49, Aranguren",CLOSED_TEMPORARILY,-1.6136186,42.7956989,"42.7956989,-1.6136186",-1.6136186
Pista de Pádel,A-1602,OPERATIONAL,-0.8517998,42.6019674,"42.6019674,-0.8517998",-0.8517998
Pista de padel,Villanúa,OPERATIONAL,-0.5356453,42.6791383,"42.6791383,-0.5356453",-0.5356453
Pista de pádel,"C. Fernando el Católico, 24, Jaca",OPERATIONAL,-0.5557926,42.5669361,"42.5669361,-0.5557926",-0.5557926
Gimnasio Sparta Sport Center Jaca,"C. Río Ijuez, 11, Jaca",OPERATIONAL,-0.5679019,42.5630656,"42.5630656,-0.5679019",-0.5679019
Club Padel Valle Benasque,"C. San Pedro, Benasque",OPERATIONAL,0.522486,42.6031745,"42.6031745,0.522486",0.522486
Pista de Padel Benasque,Benasque,OPERATIONAL,0.5291075,42.6033134,"42.6033134,0.5291075",0.5291075
Pista de padel,Linsoles,OPERATIONAL,0.5057264,42.5898338,"42.5898338,0.5057264",0.5057264
Club Tenis Cerler,Cerler,OPERATIONAL,0.5395865,42.59114539999999,"42.59114539999999,0.5395865",0.5395865
Pista Padel,Vielha,OPERATIONAL,0.8017921000000001,42.700376,"42.700376,0.8017921000000001",0.8017921000000001
Pista de Pàdel Municipal,Vilamòs,OPERATIONAL,0.7298897999999999,42.7461822,"42.7461822,0.7298897999999999",0.7298897999999999
OC SPORT CLUB,"Carrer Aiguaprima, nave 7, Vielha",OPERATIONAL,0.7979786,42.7099637,"42.7099637,0.7979786",0.7979786
AX LES THERMES TENNIS CLUB,"Av. d'Andorre, Ax-les-Thermes",OPERATIONAL,1.842997,42.711716,"42.711716,1.842997",1.842997
LV SPORT ILLE SUR TET,"4 Camp Llarg, Ille-sur-Têt",OPERATIONAL,2.635272,42.678011,"42.678011,2.635272",2.635272
Tennis Squash Padel Club le Mas,"Chemin Arcades, Avenue d'Espagne, Perpignan",OPERATIONAL,2.8889647,42.678406,"42.678406,2.8889647",2.8889647
Central Padel Perpignan Indoor,"1155 Av. Julien Panchot, Perpignan",OPERATIONAL,2.8744314,42.6879421,"42.6879421,2.8744314",2.8744314
Tennis/Padel Club Saleillenc,"complexe sportif de plein air du moulin, Chem. de Saint-Nazaire, Saleilles",OPERATIONAL,2.9598632,42.6566055,"42.6566055,2.9598632",2.9598632
Can padel,"2 Imp. du Conflent, Saleilles",OPERATIONAL,2.9280969,42.6599197,"42.6599197,2.9280969",2.9280969
squash padel parc ducup,"2 Rue Etienne Lenoir, Perpignan",OPERATIONAL,2.8493296,42.6912478,"42.6912478,2.8493296",2.8493296
Raquette Padel & Tennis,"ZA Sud Roussillon, 4 impasse du conflent, Saleilles",OPERATIONAL,2.9277472,42.6604765,"42.6604765,2.9277472",2.9277472
Squash Club Parc Ducup,"2 Rue Etienne Lenoir, Perpignan",OPERATIONAL,2.8502646,42.6912399,"42.6912399,2.8502646",2.8502646
TENNIS/PADEL,"Av. du Clos d'en Cante, Espira-de-l'Agly",OPERATIONAL,2.8436614,42.7711402,"42.7711402,2.8436614",2.8436614
Complexe Sportif du Roussillon,"Imp. Alfred Sauvy, Rivesaltes",OPERATIONAL,2.9000057,42.7850913,"42.7850913,2.9000057",2.9000057
USC MOULIN A VENT,"90 Av. Paul Alduy, Perpignan",OPERATIONAL,2.9042751,42.6751849,"42.6751849,2.9042751",2.9042751
SARL LV SPORTS,"161 Rue de Munich, Perpignan",OPERATIONAL,2.853682,42.685347,"42.685347,2.853682",2.853682
Ipc Sport,"1155 Av. Julien Panchot, Perpignan",OPERATIONAL,2.8745289,42.68765,"42.68765,2.8745289",2.8745289
Gestion Sports,"3 Rue du Gargal, Saint-Cyprien",OPERATIONAL,2.992835,42.612986,"42.612986,2.992835",2.992835
USAP TENNIS,"11 All. Aimé Giral, Saint-Estève",OPERATIONAL,2.8898485,42.7146674,"42.7146674,2.8898485",2.8898485
Cabestany O.C Tennis,"Chem. du Mas Carcassonne, Cabestany",OPERATIONAL,2.9416112,42.6721038,"42.6721038,2.9416112",2.9416112
Centre de Tennis Europa,"4 Av. Guy Drut, Canet-en-Roussillon",OPERATIONAL,3.0178938,42.7026875,"42.7026875,3.0178938",3.0178938
Grand Stage Les Capellans,"Rue Verdi, Saint-Cyprien",OPERATIONAL,3.029256,42.60510319999999,"42.60510319999999,3.029256",3.029256
CANET 66 TENNIS,"4 Av. Guy Drut, Canet-en-Roussillon",OPERATIONAL,3.019389,42.702869,"42.702869,3.019389",3.019389
Pistas de Padel Municipales Nestares,"C. Gándara, 5, Nestares",OPERATIONAL,-4.1582347,42.9976077,"42.9976077,-4.1582347",-4.1582347
Reinosa Pádel Club Indoor,"Pl. Vega-Sepes, 173, Reinosa",OPERATIONAL,-4.1282557,42.9983927,"42.9983927,-4.1282557",-4.1282557
Pistas de padel de Reinosa,"C. Daniel Pérez Samitier, 6, Reinosa",OPERATIONAL,-4.1437481,43.0018627,"43.0018627,-4.1437481",-4.1437481
Pistas de Padel,"C. Marqués de Reinosa, 2, Reinosa",CLOSED_TEMPORARILY,-4.1421002,42.9994558,"42.9994558,-4.1421002",-4.1421002
PADEL NANCLARES,Nanclares de la Oca,OPERATIONAL,-2.7987834,42.8221324,"42.8221324,-2.7987834",-2.7987834
PADEL LAMENNAIS,"COLEGIO SAN JOSÉ, Langraiz Etorbidea, 2, Nanclares de la Oca",OPERATIONAL,-2.8002247,42.8191901,"42.8191901,-2.8002247",-2.8002247
Padel Jundiz,"Paduleta Kalea, 26, Gasteiz",OPERATIONAL,-2.7483632,42.8300562,"42.8300562,-2.7483632",-2.7483632
Gorbeia Pádel&Spa,"Carretera Miñano, S/N, Etxabarri-Ibiña",OPERATIONAL,-2.7129719,42.9118155,"42.9118155,-2.7129719",-2.7129719
Pádel Pista Norte - Iparraldeko Padel Jolaslekua,"Alto de Armentia Kalea, 24, Gasteiz",OPERATIONAL,-2.703641,42.8361429,"42.8361429,-2.703641",-2.703641
FEDERACION ALAVESA DE PADEL,"Amadeo Garcia de Salazar Plaza, S/N, Gasteiz",OPERATIONAL,-2.6880578,42.8376309,"42.8376309,-2.6880578",-2.6880578
Peña Vitoriana Tenis Club,"Kalea ULETA, 11, BAJO, Vitoria-Gasteiz",OPERATIONAL,-2.6956682,42.8317388,"42.8317388,-2.6956682",-2.6956682
VivaGym Padeleku | VivaGym en Vitoria,"Donostia San Sebastian Kalea, 48, Gasteiz",OPERATIONAL,-2.6896105,42.8642656,"42.8642656,-2.6896105",-2.6896105
Pablo Semprún Sport Center,"C. Intxaurdia, 5, Huarte",OPERATIONAL,-1.5845296,42.8273482,"42.8273482,-1.5845296",-1.5845296
Pistas de pádel,"C. Beloso Alto, s/n, Pamplona",OPERATIONAL,-1.6265016,42.8182741,"42.8182741,-1.6265016",-1.6265016
Pista de pádel,"C. A, 10, Barañáin",OPERATIONAL,-1.6911076,42.8062836,"42.8062836,-1.6911076",-1.6911076
Maristas Sports Facilities,"Calle Paseo de Champagnat, 2, Sarriguren",OPERATIONAL,-1.6024774,42.8104839,"42.8104839,-1.6024774",-1.6024774
Pegaso Padel,"Pol. Ind, Calle D, 46, Egüés",OPERATIONAL,-1.5521209,42.8209915,"42.8209915,-1.5521209",-1.5521209
RCB SPORTEAM & RC-NATURA,"C. Castillo de Maya, 27, Pamplona",OPERATIONAL,-1.6342387,42.8119141,"42.8119141,-1.6342387",-1.6342387
Club de Tenis de Pamplona,"C. Monte Monjardín, s/n, Pamplona",OPERATIONAL,-1.6334899,42.8076265,"42.8076265,-1.6334899",-1.6334899
SAINT LARY TENNIS CLUB,"parc des sports, Cadéac",OPERATIONAL,0.320275,42.8158161,"42.8158161,0.320275",0.320275
FOIX TENNIS,"l'Ayroule, Foix",OPERATIONAL,1.639265,42.918777,"42.918777,1.639265",1.639265
Tennis Padel Club Barcarès,"Av. de la Coudalère, Le Barcarès",OPERATIONAL,3.0291153,42.8167357,"42.8167357,3.0291153",3.0291153
Pistas de pádel,Villasana de Mena,OPERATIONAL,-3.2896994,43.0992665,"43.0992665,-3.2896994",-3.2896994
Padel ON S.L.,"Torrelaragoiti, Zamudio",OPERATIONAL,-2.8554083,43.2787999,"43.2787999,-2.8554083",-2.8554083
Es+Padel,"Torrelaragoiti, Zamudio",OPERATIONAL,-2.8587996,43.2780909,"43.2780909,-2.8587996",-2.8587996
Bilbao Padel Indoor,"Torrelaragoiti, 7A, Zamudio",OPERATIONAL,-2.8552548,43.2787361,"43.2787361,-2.8552548",-2.8552548
Padel Pista,"Udiarraga Kalea, 79, Ugao-Miraballes",OPERATIONAL,-2.9038649,43.1767086,"43.1767086,-2.9038649",-2.9038649
Padel-pistak Arrigorriaga,"Paseo Urgoiti, 1C, Arrigorriaga",OPERATIONAL,-2.8870758,43.2130357,"43.2130357,-2.8870758",-2.8870758
Pistas de pádel,"Barrio, Artunduaga Kalea, s/n, Basauri",OPERATIONAL,-2.8827581,43.2320168,"43.2320168,-2.8827581",-2.8827581
Padel Expression,"Uribitarte Kalea, 6, Bilbo",OPERATIONAL,-2.9273948,43.2641547,"43.2641547,-2.9273948",-2.9273948
Pro Padel Set,"Alameda de Recalde, 6, 6º, Bilbao",OPERATIONAL,-2.9333607,43.2673322,"43.2673322,-2.9333607",-2.9333607
Bilbao Tenis Club,"Circo Amateur del Club Deportivo Kalea, 2, Bilbo",OPERATIONAL,-2.9081539,43.2499217,"43.2499217,-2.9081539",-2.9081539
PADEL PRO-KIT,"Egaña Kalea, 10, EXTERIOR 1º DCHA, Bilbo",OPERATIONAL,-2.9375348,43.258395,"43.258395,-2.9375348",-2.9375348
Padelko,"Poligono industrial Tabernabarri n3 A1, Iurreta",OPERATIONAL,-2.6569515,43.1793099,"43.1793099,-2.6569515",-2.6569515
Pista de padel cubierta,"Txibitena Auzunea Etxetaldea, 21A, Durango",OPERATIONAL,-2.6254133,43.17266679999999,"43.17266679999999,-2.6254133",-2.6254133
Pista de pádel,"Intxaurrondo Kalea, 54, Durango",OPERATIONAL,-2.6310672,43.1609793,"43.1609793,-2.6310672",-2.6310672
pistas de padel,Durango,OPERATIONAL,-2.6244269,43.1718442,"43.1718442,-2.6244269",-2.6244269
Pista de Pádel,Argixao,OPERATIONAL,-2.3175868,43.0845329,"43.0845329,-2.3175868",-2.3175868
Pistas de Pádel,"Bikuña Kalea, 38, Legazpi",OPERATIONAL,-2.3363945,43.0475572,"43.0475572,-2.3363945",-2.3363945
Padel Indoor Goierri,"Polígono Gudugarreta 16 A, Beasain",OPERATIONAL,-2.2269409,43.0506093,"43.0506093,-2.2269409",-2.2269409
Baztan Padel Club,Oronoz-Mugairi,OPERATIONAL,-1.6102035,43.1370352,"43.1370352,-1.6102035",-1.6102035
Frontón de Aldudes,"D58, Aldudes",OPERATIONAL,-1.4402872,43.0797149,"43.0797149,-1.4402872",-1.4402872
LAMARQUE PONTACQ,"lotissement du Centre, Lamarque-Pontacq",OPERATIONAL,-0.11483,43.178459,"43.178459,-0.11483",-0.11483
Centre Départemental de Padel des Hautes-Pyrénées,"Rue de l'Agriculture, Horgues",OPERATIONAL,0.0800482,43.1856641,"43.1856641,0.0800482",0.0800482
Legend Padel TARBES,"23 Rte de Pau, Ibos",OPERATIONAL,-0.0106384,43.2426286,"43.2426286,-0.0106384",-0.0106384
ASCA Tennis,"Rue du Stade, Aureilhan",OPERATIONAL,0.0849303,43.24864789999999,"43.24864789999999,0.0849303",0.0849303
TENNIS GER FOYER RURAL,"Rte de la Marcotte Capbat, Ger",OPERATIONAL,-0.04753,43.27350999999999,"43.27350999999999,-0.04753",-0.04753
Comité Départemental de Tennis des Hautes Pyrénées,"1 Chem. de Bastillac, Tarbes",OPERATIONAL,0.041492,43.2245706,"43.2245706,0.041492",0.041492
Les Peupliers,"21 Grande Rue, La Barthe-de-Neste",OPERATIONAL,0.3827812,43.0810289,"43.0810289,0.3827812",0.3827812
LANNEMEZAN TENNIS CLUB,"Rue du Stade, Lannemezan",OPERATIONAL,0.387506,43.12655,"43.12655,0.387506",0.387506
Boussens Cassagne Mazères Tennis,"7 Imp. du Stade, Boussens",OPERATIONAL,0.9732978,43.1775283,"43.1775283,0.9732978",0.9732978
PAMIERS TENNIS CLUB,"6 Avenue de la Rijole, Pamiers",OPERATIONAL,1.607953,43.114754,"43.114754,1.607953",1.607953
Oustal padel Carcassonne,"2095 Bd François-Xavier Fafeur, Carcassonne",OPERATIONAL,2.294595,43.21250149999999,"43.21250149999999,2.294595",2.294595
club briolet padel tennis,"Rue Al Parré, Palaja",OPERATIONAL,2.3867065,43.1712693,"43.1712693,2.3867065",2.3867065
Club le paradis,"sautes le haut rn 113, Carcassonne",OPERATIONAL,2.4134295,43.2032367,"43.2032367,2.4134295",2.4134295
Le Paradis / Squash Paddle Dance Bar Restaurant Events Hire De Salles,"N113, Carcassonne",OPERATIONAL,2.410339,43.2039738,"43.2039738,2.410339",2.410339
ACACIA TC,"14 Av. du Général Sarrail, Carcassonne",OPERATIONAL,2.366683,43.216389,"43.216389,2.366683",2.366683
Asptt Carcassonne,"1 Rue Marceau Perrutel Prolongé, Carcassonne",OPERATIONAL,2.3482753,43.2065566,"43.2065566,2.3482753",2.3482753
Padel Narbonne Area Padel Club,"Route de Perpignan, Narbonne",OPERATIONAL,2.9946847,43.1740907,"43.1740907,2.9946847",2.9946847
INDOOR Center,"26 Rue Francis Aston, Narbonne",OPERATIONAL,2.9677778,43.1575,"43.1575,2.9677778",2.9677778
ATP FLEURY ST PIERRE LA MER,"club house les, Pl. des Cayrols, FLEURY D'AUDE",OPERATIONAL,3.1364135,43.2269632,"43.2269632,3.1364135",3.1364135
Valras Tennis/Padel,"Cami de Canto Rano, Valras-Plage",OPERATIONAL,3.2853883,43.2486026,"43.2486026,3.2853883",3.2853883
AS Tennis Padel Ceyreste,"38 Av. Eugène Julien, Ceyreste",OPERATIONAL,5.6302169,43.2225364,"43.2225364,5.6302169",5.6302169
Tennis et Padel club presqu'île,"Unnamed Road, Cassis",OPERATIONAL,5.5174964,43.2049825,"43.2049825,5.5174964",5.5174964
Sporting Club Cassis Tennis & Padel,"Av. des Gorguettes, Cassis",OPERATIONAL,5.5344393,43.23013539999999,"43.23013539999999,5.5344393",5.5344393
Luminy Tennis Academy | Tennis & Padel,"Rue Henri Cochet, Marseille",OPERATIONAL,5.430134799999999,43.23818869999999,"43.23818869999999,5.430134799999999",5.430134799999999
ASSOCIATION TCP PADEL,"MIOU, TENNIS CLUB DE LA PRESQU'ILE, QUARTIER PORT, Cassis",OPERATIONAL,5.516852,43.21143,"43.21143,5.516852",5.516852
la Ciotat Tennis Club,"Av. Léo Lagrange, La Ciotat",OPERATIONAL,5.6313949,43.1961813,"43.1961813,5.6313949",5.6313949
AS TENNIS LA CIOTAT/CEYRESTE,"Av. Eugène Julien, Ceyreste",OPERATIONAL,5.630121,43.2227192,"43.2227192,5.630121",5.630121
TMO Padel,"568 Rte de la Gare, Ollioules",OPERATIONAL,5.831091499999999,43.1240234,"43.1240234,5.831091499999999",5.831091499999999
O' Sports Club,"Campus La Grande Tourrache, 450 Av. François ARAGO - ZI TOULON EST, La Garde",OPERATIONAL,6.044216,43.1471227,"43.1471227,6.044216",6.044216
CST La Tourrache,"328 Rue François Arago, La Garde",OPERATIONAL,6.0454837,43.1485663,"43.1485663,6.0454837",6.0454837
TCT,"48 Av. des Frères Lumière, La Valette-du-Var",OPERATIONAL,5.999662799999999,43.1341896,"43.1341896,5.999662799999999",5.999662799999999
Tennis & Padel Ramatuelle,"54 Chem. du Tennis, Ramatuelle",OPERATIONAL,6.6167469,43.2152366,"43.2152366,6.6167469",6.6167469
Pistas de Padel en Unquera,"Plaza Mercado, 28C",OPERATIONAL,-4.5146104,43.3753457,"43.3753457,-4.5146104",-4.5146104
Padel Indoor Llanes,"poligono la vega nave 2, San Roque del Acebal",OPERATIONAL,-4.734561999999999,43.397796,"43.397796,-4.734561999999999",-4.734561999999999
Padel Galas,"Bo. Ontoria, 19, Ontoria",OPERATIONAL,-4.216098,43.3083815,"43.3083815,-4.216098",-4.216098
Padel Indoor CD. SALAS,"Polígono Industrial de los Tánagos, Bo. los Tánagos, 8",OPERATIONAL,-4.4531854,43.3753629,"43.3753629,-4.4531854",-4.4531854
El Templo Del Padel,"Calle Navas Industria, 8, Cabezón de la Sal",OPERATIONAL,-4.25218,43.3104299,"43.3104299,-4.25218",-4.25218
Racket Sport Center,"Poligono Pol.ind.tanos, 6B, 39300",OPERATIONAL,-4.03634,43.32832,"43.32832,-4.03634",-4.03634
Club de Padel La Montaña,"Av. Bilbao, 159, Torrelavega",OPERATIONAL,-4.023016999999999,43.3335337,"43.3335337,-4.023016999999999",-4.023016999999999
Pistas de Padel,Cartes,OPERATIONAL,-4.0679264,43.3227283,"43.3227283,-4.0679264",-4.0679264
Padel Liencres,"Bo. Liencres, 3P",OPERATIONAL,-3.933239699999999,43.4635855,"43.4635855,-3.933239699999999",-3.933239699999999
ZINK PADEL,"Poligono Parque Empresarial Besaya, 1, Reocín",OPERATIONAL,-4.098618699999999,43.3317601,"43.3317601,-4.098618699999999",-4.098618699999999
Pistas de pádel municipales,"C. Pablo Garnica, 58, Torrelavega",OPERATIONAL,-4.0591985,43.3554013,"43.3554013,-4.0591985",-4.0591985
Pistas de pádel,"Urb. Bezana Bella, 47, 49, Santa Cruz de Bezana",OPERATIONAL,-3.9097823,43.4347512,"43.4347512,-3.9097823",-3.9097823
Pistas de Pádel Puente Arce,"Bo. la Cagiga, 3, Arce",OPERATIONAL,-3.9375715,43.40687570000001,"43.40687570000001,-3.9375715",-3.9375715
Pista de pádel de La Pelia,"Bo. la Pelia, 21A, Santillana del Mar",OPERATIONAL,-4.0557793,43.3810267,"43.3810267,-4.0557793",-4.0557793
Pistas de padel de Renedo,"Bo. las Cuartas, 43, Renedo de Piélagos",OPERATIONAL,-3.9502491,43.351429,"43.351429,-3.9502491",-3.9502491
Pista de pádel Ganzo,Duález,OPERATIONAL,-4.0676662,43.35915079999999,"43.35915079999999,-4.0676662",-4.0676662
Pista de pádel de Rinconeda,"Bo. Rinconeda, 1616, Polanco",OPERATIONAL,-4.0344963,43.3764899,"43.3764899,-4.0344963",-4.0344963
Circuito De Skate Board y Pista de Padel,"Cl. Quintana, 110, Suances",OPERATIONAL,-4.0562936,43.4237118,"43.4237118,-4.0562936",-4.0562936
La Montaña - Padel,"39300, Cantabria, Spain",OPERATIONAL,-4.0229086,43.3325586,"43.3325586,-4.0229086",-4.0229086
Pistas De Padel,"Cl. Quintana, 107, Suances",OPERATIONAL,-4.0562565,43.4227776,"43.4227776,-4.0562565",-4.0562565
Club de Pádel Astillero Guarnizo,El Astillero,OPERATIONAL,-3.817822,43.398426,"43.398426,-3.817822",-3.817822
Central Padel Club,"Poligono Borrancho, C/ Borrancho, 7, Santa Cruz de Bezana",OPERATIONAL,-3.890594999999999,43.4657258,"43.4657258,-3.890594999999999",-3.890594999999999
Padel Medio Cudeyo. Solares.,"C. Mies del Corro, 3, Solares",OPERATIONAL,-3.737368699999999,43.3783947,"43.3783947,-3.737368699999999",-3.737368699999999
G6 Padel & Gym,"C. Mies de San Juan, 22, Maliaño",OPERATIONAL,-3.8316349,43.424961,"43.424961,-3.8316349",-3.8316349
"C. D. ""La Playuca”",Guarnizo,OPERATIONAL,-3.857322399999999,43.3924295,"43.3924295,-3.857322399999999",-3.857322399999999
Pistas De Padel Somo,"C. Llosa Sierra, 27, Somo",OPERATIONAL,-3.7370725,43.4531423,"43.4531423,-3.7370725",-3.7370725
"Padel Camargo, La Maruca","C. Hermanos Torre Oruña, 38, Camargo",OPERATIONAL,-3.851007699999999,43.4272454,"43.4272454,-3.851007699999999",-3.851007699999999
Volea Padel Santander,"Polígono de Raos, Maliaño",OPERATIONAL,-3.8344391,43.4350198,"43.4350198,-3.8344391",-3.8344391
Club Tenis Monteverde,"C. Tristana, 21, A, Santander",OPERATIONAL,-3.8351792,43.4725248,"43.4725248,-3.8351792",-3.8351792
Padel Galizano,"Diseminado Galizano, 177",OPERATIONAL,-3.681815,43.4628169,"43.4628169,-3.681815",-3.681815
Padel Club Villaescusa,La Concha,OPERATIONAL,-3.8560342,43.3714757,"43.3714757,-3.8560342",-3.8560342
Pista de Pádel de La Cueva,"39650, Cantabria, Spain",OPERATIONAL,-3.9004431,43.3168292,"43.3168292,-3.9004431",-3.9004431
PadelX5Bahiason,"Calle Industria, 14, Bárcena de Cicero",OPERATIONAL,-3.4874935,43.4175572,"43.4175572,-3.4874935",-3.4874935
Padel Meruelo,"Bo. el Campo, 2C, San Miguel de Meruelo",OPERATIONAL,-3.5801064,43.4545782,"43.4545782,-3.5801064",-3.5801064
Padel Argoños,"Bo. la Hoya, 16C, Argoños",OPERATIONAL,-3.512207,43.4587775,"43.4587775,-3.512207",-3.512207
Club De Padel Colindres,"Calle la Mar, 24C, Colindres",OPERATIONAL,-3.4582242,43.3966636,"43.3966636,-3.4582242",-3.4582242
Pistas de Pádel de Hoz de Anero,"Complejo Polideportivo de, Hoz de Anero",OPERATIONAL,-3.6668894,43.400707,"43.400707,-3.6668894",-3.6668894
Pista De Padel,Isla,OPERATIONAL,-3.5465342,43.4948501,"43.4948501,-3.5465342",-3.5465342
Pistas de padel municipales,"Av. Benedicto Ruiz, 523, Bareyo",OPERATIONAL,-3.6135004,43.4803552,"43.4803552,-3.6135004",-3.6135004
Pista de padel municipal,"Bo. San Pedro, 1, Arnuero",OPERATIONAL,-3.5528956,43.4583134,"43.4583134,-3.5528956",-3.5528956
Escuela Tenis Y Padel Santi Marino,"Av. de Emilio Caprile Poloni, Laredo",OPERATIONAL,-3.4503764,43.4324057,"43.4324057,-3.4503764",-3.4503764
Tenis Feygon,"Calle Doctor Gregorio Marañón, 1, Santander",OPERATIONAL,-3.7904686,43.4796405,"43.4796405,-3.7904686",-3.7904686
Pistas De Pádel De Ramales De La Víctoria,"Unnamed Road, 39800, Ramales de la Victoria",OPERATIONAL,-3.4569665,43.26619729999999,"43.26619729999999,-3.4569665",-3.4569665
Pádel La maza,"Bo. la Maza, 9, Arnuero",OPERATIONAL,-3.5679537,43.4769087,"43.4769087,-3.5679537",-3.5679537
Mioño Padel Gym,"Carretera Mioño, s/n, Santullán",OPERATIONAL,-3.2011675,43.3581972,"43.3581972,-3.2011675",-3.2011675
Pista de padel,Santullán,OPERATIONAL,-3.2095953,43.3483846,"43.3483846,-3.2095953",-3.2095953
Pista de pádel Treto,"Bo. Treto, 5442, Bárcena de Cicero",OPERATIONAL,-3.478295,43.3957888,"43.3957888,-3.478295",-3.478295
